"","x"
"188","HTWR US Equity"
"189","AUXL US Equity"
"190","AMP IM Equity"
"191","CYBX US Equity"
"192","LIVN US Equity"
"193","MEDIQ NA Equity"
"194","LMNX US Equity"
"195","PODD US Equity"
"196","IMGN US Equity"
"197","ARTC US Equity"
"198","PDLI US Equity"
"199","VVUS US Equity"
"200","1280452D CN Equity"
"201","SPPI US Equity"
"202","PLB CN Equity"
"203","IART US Equity"
"204","ITMN US Equity"
"205","AMSG US Equity"
"206","EVHC US Equity"
"207","SRT GR Equity"
"208","MDCA FP Equity"
"209","IDIX US Equity"
"210","THR BB Equity"
"211","VHS US Equity"
"212","ESC US Equity"
"213","VIVO US Equity"
"214","TECN SW Equity"
"215","IPCM US Equity"
"216","GHDX US Equity"
"217","YPSN SW Equity"
"218","GENP FP Equity"
"219","SRN IM Equity"
"220","SYR LN Equity"
"221","NEOG US Equity"
"222","IONS US Equity"
"223","CNMD US Equity"
"224","ABMD US Equity"
"225","WMGI US Equity"
"226","ALOG US Equity"
"227","EXE CN Equity"
"228","OSSR IR Equity"
"229","ELGX US Equity"
"230","GDS FP Equity"
"231","1321686D US Equity"
"232","OFIX US Equity"
"233","NKTR US Equity"
"234","HNGR US Equity"
"235","DXCM US Equity"
"236","UDG LN Equity"
"237","ICUI US Equity"
"238","LXRX US Equity"
"239","BIO GR Equity"
"240","EXEL US Equity"
"241","KND US Equity"
"242","EBS US Equity"
"243","ABAX US Equity"
"244","SOBI SS Equity"
"245","NHC US Equity"
"246","PBH US Equity"
"247","EGIS HB Equity"
"248","NPSP US Equity"
"249","ALKB DC Equity"
"250","RIGL US Equity"
"251","MMSI US Equity"
"252","BOI FP Equity"
"253","MDAS US Equity"
"254","DPH LN Equity"
"255","NUVA US Equity"
"256","ACHN US Equity"
"257","MOR GR Equity"
"258","KORI FP Equity"
"259","ITGR US Equity"
"260","ENSG US Equity"
"261","DVAX US Equity"
"262","QDEL US Equity"
