"","x"
"161","HRC US Equity"
"162","AFX GR Equity"
"163","AMMD US Equity"
"164","MGLN US Equity"
"165","BLUD US Equity"
"166","AUXL US Equity"
"167","HAE US Equity"
"168","SLXP US Equity"
"169","AGP US Equity"
"170","AMED US Equity"
"171","PSSI US Equity"
"172","ALGN US Equity"
"173","DNEX US Equity"
"174","WST US Equity"
"175","ICLR US Equity"
"176","MDVN US Equity"
"177","ZEL SM Equity"
"178","PHM SM Equity"
"179","NUVA US Equity"
"180","OME BB Equity"
"181","MDAS US Equity"
"182","1280452D CN Equity"
"183","GN DC Equity"
"184","GENP FP Equity"
"185","IONS US Equity"
"186","MEDIQ NA Equity"
"187","CHE US Equity"
"188","INCY US Equity"
"189","GDS FP Equity"
"190","IART US Equity"
"191","SGEN US Equity"
"192","0967702D US Equity"
"193","MNKD US Equity"
"194","CNC US Equity"
"195","ACOR US Equity"
"196","OKDBV FH Equity"
"197","1248911D US Equity"
"198","NDN CN Equity"
"199","BOI FP Equity"
"200","FAE SM Equity"
"201","VIRP FP Equity"
"202","SVNTQ US Equity"
"203","ACTI SS Equity"
"204","SRN IM Equity"
"205","KORI FP Equity"
"206","ALKS US Equity"
"207","TMH US Equity"
"208","VIVO US Equity"
"209","UAM US Equity"
"210","BANB SW Equity"
"211","NKTR US Equity"
"212","AMP IM Equity"
"213","TECN SW Equity"
"214","VOLC US Equity"
"215","IPXL US Equity"
"216","INVA US Equity"
"217","PDLI US Equity"
"218","PRXL US Equity"
"219","IVC US Equity"
"220","ALKB DC Equity"
"221","GTIV US Equity"
"222","EXEL US Equity"
"223","YPSN SW Equity"
"224","EGIS HB Equity"
"225","RHB US Equity"
"226","VVUS US Equity"
"227","ESC US Equity"
"228","1321686D US Equity"
"229","CPHD US Equity"
"230","SYUT US Equity"
"231","BTG LN Equity"
"232","KND US Equity"
"233","GEN DC Equity"
"234","UDG LN Equity"
"235","DIM FP Equity"
"236","AMSG US Equity"
"237","EVHC US Equity"
"238","QMED SS Equity"
"239","TNG FP Equity"
"240","CNMD US Equity"
"241","EXE CN Equity"
"242","ARTC US Equity"
"243","MATK US Equity"
"244","THR BB Equity"
"245","LMNX US Equity"
"246","BIO GR Equity"
"247","LHCG US Equity"
"248","ITMN US Equity"
"249","BSLN SW Equity"
"250","VRUS US Equity"
"251","MOH US Equity"
"252","ACIBD TI Equity"
"253","CBIO US Equity"
"254","EURX US Equity"
"255","SYR LN Equity"
"256","ZOLL US Equity"
"257","CYBX US Equity"
"258","LIVN US Equity"
"259","CRA US Equity"
"260","ABAX US Equity"
"261","MNTA US Equity"
"262","GHDX US Equity"
"263","OSSR IR Equity"
"264","ABC LN Equity"
"265","MOR GR Equity"
"266","HALO US Equity"
"267","IPCM US Equity"
"268","OFIX US Equity"
"269","NEOG US Equity"
"270","DPH LN Equity"
"271","PODD US Equity"
"272","GERN US Equity"
