"","x"
"122","ZLTQ US Equity"
"123","RGEN US Equity"
"124","VRTX US Equity"
"125","AZN LN Equity"
"126","NVRO US Equity"
"127","WCG US Equity"
"128","ACOR US Equity"
"129","EBS US Equity"
"130","LCI US Equity"
"131","ABMD US Equity"
"132","PRSC US Equity"
"133","CNC US Equity"
"134","ALXN US Equity"
"135","BMRN US Equity"
"136","SGEN US Equity"
"137","AMPH US Equity"
"138","OPK US Equity"
"139","LGND US Equity"
"140","PMC US Equity"
"141","UHS US Equity"
"142","EI FP Equity"
"143","INGN US Equity"
"144","GLPG NA Equity"
"145","QGEN US Equity"
"146","SCAI US Equity"
"147","ACHC US Equity"
"148","IPXL US Equity"
"149","LPNT US Equity"
"150","MOH US Equity"
"151","AMRI US Equity"
"152","ALKS US Equity"
"153","ILMN US Equity"
"154","ENDP US Equity"
"155","PAHC US Equity"
"156","ICLR US Equity"
"157","ABT US Equity"
"158","MNTA US Equity"
"159","HQY US Equity"
"160","LHCG US Equity"
"161","EVHC US Equity"
"162","MYL US Equity"
"163","ANIK US Equity"
"164","CBM US Equity"
"165","VIFN VX Equity"
"166","DHR US Equity"
"167","BSLN SW Equity"
"168","FRE GR Equity"
"169","DXCM US Equity"
"170","UAM US Equity"
"171","SHP LN Equity"
"172","TMO US Equity"
"173","HLS US Equity"
"174","PODD US Equity"
"175","PBH US Equity"
"176","ABLX BB Equity"
"177","JAZZ US Equity"
"178","WMGI US Equity"
"179","PRXL US Equity"
"180","MMSI US Equity"
"181","SN/ LN Equity"
"182","UCB BB Equity"
"183","MGLN US Equity"
"184","ENSG US Equity"
"185","ATRC US Equity"
"186","CAH US Equity"
"187","UTHR US Equity"
"188","Q US Equity"
"189","MRK GR Equity"
"190","MYGN US Equity"
"191","MD US Equity"
"192","ACET US Equity"
"193","GHDX US Equity"
"194","OFIX US Equity"
"195","USPH US Equity"
"196","NXTM US Equity"
"197","NUVA US Equity"
"198","CYNO US Equity"
"199","ABC US Equity"
"200","CRL US Equity"
"201","VASC US Equity"
"202","CHE US Equity"
"203","BSX US Equity"
"204","LONN VX Equity"
"205","LIVN US Equity"
"206","MOR GR Equity"
"207","CTLT US Equity"
"208","PRGO US Equity"
"209","LMNX US Equity"
"210","MASI US Equity"
"211","EW US Equity"
"212","EKTAB SS Equity"
"213","ICUI US Equity"
"214","BABY US Equity"
"215","HOLX US Equity"
"216","FME GR Equity"
"217","EVT GR Equity"
"218","BRKR US Equity"
"219","HYH US Equity"
"220","ABAX US Equity"
"221","AMP IM Equity"
"222","ISRG US Equity"
"223","ATLN SW Equity"
"224","ZTS US Equity"
"225","LH US Equity"
"226","SYK US Equity"
"227","DRW3 GR Equity"
"228","ALR US Equity"
"229","SBS GR Equity"
"230","PHIA NA Equity"
"231","A US Equity"
"232","DGX US Equity"
"233","GMED US Equity"
"234","NEOG US Equity"
"235","ITGR US Equity"
"236","LUN DC Equity"
"237","STMN SW Equity"
"238","HAE US Equity"
"239","ALGN US Equity"
"240","HSIC US Equity"
"241","OMI US Equity"
"242","DVA US Equity"
"243","BDX US Equity"
"244","COLOB DC Equity"
"245","BAX US Equity"
"246","GRF SM Equity"
"247","PINC US Equity"
"248","COO US Equity"
"249","STJ US Equity"
"250","IDXX US Equity"
"251","SOON VX Equity"
"252","SAZ GR Equity"
"253","ZBH US Equity"
"254","RMD US Equity"
"255","WAT US Equity"
"256","CNMD US Equity"
"257","ALOG US Equity"
"258","EXE CN Equity"
"259","GUD CN Equity"
"260","MTD US Equity"
"261","BCR US Equity"
"262","VIVO US Equity"
"263","XRAY US Equity"
"264","AFX GR Equity"
"265","IART US Equity"
"266","DIA IM Equity"
"267","PKI US Equity"
"268","STE US Equity"
"269","TECH US Equity"
"270","PDCO US Equity"
"271","CLS1 GR Equity"
"272","IPN FP Equity"
"273","GN DC Equity"
"274","WDH DC Equity"
"275","GETIB SS Equity"
"276","BIO US Equity"
"277","ORP FP Equity"
"278","BIM FP Equity"
"279","HRC US Equity"
"280","VAR US Equity"
"281","WOOF US Equity"
"282","BTG LN Equity"
"283","VWR US Equity"
"284","WST US Equity"
"285","GEN DC Equity"
"286","KORI FP Equity"
"287","TFX US Equity"
"288","DIM FP Equity"
"289","SRT GR Equity"
"290","REC IM Equity"
"291","UDG LN Equity"
"292","VIRP FP Equity"
"293","ORNBV FH Equity"
"294","RHK GR Equity"
"295","ABC LN Equity"
"296","SPI LN Equity"
"297","SOBI SS Equity"
"298","YPSN SW Equity"
"299","DBV FP Equity"
"300","PLI CN Equity"
"301","USNA US Equity"
"302","BOI FP Equity"
"303","ALM SM Equity"
"304","RICHT HB Equity"
"305","DPH LN Equity"
"306","ATT SS Equity"
"307","GDS FP Equity"
"308","ALCLS FP Equity"
"309","BAVA DC Equity"
"310","CLIN LN Equity"
"311","KRKG SV Equity"
"312","LIFCOB SS Equity"
"313","IBAB BB Equity"
"314","VEC LN Equity"
"315","INDV LN Equity"
"316","NHC US Equity"
"317","TECN SW Equity"
"318","GBT US Equity"
"319","CAPIO SS Equity"
"320","PEN US Equity"
"321","OSSR IR Equity"
"322","FWP US Equity"
"323","GBT FP Equity"
"324","GNFT FP Equity"
"325","OKDBV FH Equity"
"326","AMBUB DC Equity"
"327","CSRT LN Equity"
"328","ALKB DC Equity"
"329","IPH FP Equity"
"330","ROVI SM Equity"
"331","DDDD LN Equity"
"332","FAE SM Equity"
"333","GKOS US Equity"
"334","CVSG LN Equity"
"335","BANB SW Equity"
"336","BIO GR Equity"
"337","RECIB SS Equity"
"338","STAGR FP Equity"
"339","MOLN SW Equity"
"340","BMK LN Equity"
"341","VITR SS Equity"
"342","AEVS SW Equity"
"343","PHM SM Equity"
"344","BIOGB SS Equity"
"345","ATRI US Equity"
"346","BCART BB Equity"
"347","PHST RM Equity"
"348","COTN SW Equity"
"349","AMS LN Equity"
"350","LOXO US Equity"
"351","ACRS US Equity"
"352","SECTB SS Equity"
"353","VETO FP Equity"
