"","V1"
"394",1.00219027049406
"395",0.966377834357161
"396",0.959585017746426
"397",0.975369612831376
"398",0.954335364126262
"399",0.97157151607073
"400",0.944757728884426
"401",0.9265830370066
"402",0.897539080417799
"403",0.870483526485024
"404",0.92608862062885
"405",0.919857271172152
"406",0.943581319720331
"407",0.92246723415974
"408",0.903662488029823
"409",0.907682431665327
"410",0.881508840857756
"411",0.879866157239406
"412",0.851798160867996
"413",0.86908769073692
"414",0.863556896396846
"415",0.858524498116953
"416",0.853569814372086
"417",0.888975910530362
"418",0.883757362799033
"419",0.885012383031449
"420",0.907466961192844
"421",0.912725417584742
"422",0.876392712742533
"423",0.856436419641346
"424",0.861839648997234
"425",0.852459620070626
"426",0.883640980112493
"427",0.89198514451375
"428",0.901619984206086
"429",0.923271660107295
"430",0.929790270424327
"431",0.942445303351136
"432",0.942900531885755
"433",0.935935193484348
"434",0.929686879071735
"435",0.927298769485488
"436",0.913917907535862
"437",0.911658301733443
"438",0.910782211142104
"439",0.870892659905477
"440",0.859976081361044
"441",0.865095404290409
"442",0.867182709018402
"443",0.868081939826812
"444",0.892068866715971
"445",0.893348651940109
"446",0.8990404009571
"447",0.891243938731292
"448",0.89009810145377
"449",0.893793258947481
"450",0.892485078524722
"451",0.881276548820469
"452",0.876942264467842
"453",0.892242945352728
"454",0.88953934330194
"455",0.904446013170166
"456",0.90668192232511
"457",0.909087777322226
"458",0.90710759196668
"459",0.908046176140117
"460",0.900691295643084
"461",0.902657026954104
"462",0.91091345331769
"463",0.912374826504232
"464",0.923854833735463
"465",0.922431909986378
"466",0.919335539228225
"467",0.916279080591497
"468",0.900952127971763
"469",0.876137502516766
"470",0.876800166607063
"471",0.875063621403052
"472",0.878797809123629
"473",0.88796810450531
"474",0.890820132274752
"475",0.887867223741158
"476",0.887144631112647
"477",0.875729313604481
"478",0.868130883037703
"479",0.878946703748782
"480",0.866689173835915
"481",0.881918468150848
"482",0.87302138126644
"483",0.877821804150167
"484",0.904389265891434
"485",0.91204579281381
"486",0.918745829894025
"487",0.907522412931102
"488",0.930210858400775
"489",0.926615761101924
"490",0.933159990088381
"491",0.940251806671746
"492",0.946039890323473
"493",0.948670410658762
"494",0.960134003704873
"495",0.959982062120053
"496",0.976676279213523
"497",0.977043263327874
"498",0.981032035931105
"499",0.981286732831224
"500",0.993822649278022
"501",0.994429693395092
"502",0.987357677937299
"503",0.99128703105348
"504",0.985168704682362
"505",0.995360001712953
"506",0.983385091289578
"507",1.00076382248247
"508",0.997810996883224
"509",0.988995073849464
"510",1.00769548350445
"511",1.01476226123746
"512",1.01542138400554
"513",1.03214949714368
"514",1.03327240758996
"515",1.03967901293847
"516",1.04529035331165
"517",1.04628271233699
"518",1.04849269402088
"519",1.06262205498015
"520",1.06700174337909
"521",1.07601846912213
"522",1.07184591792101
"523",1.06736675427526
"524",1.0967204286623
"525",1.09524330622989
"526",1.08352542232734
"527",1.09017685977974
"528",1.11572379836344
"529",1.11786943143414
"530",1.12175809643162
"531",1.11626035933107
"532",1.1132529119137
"533",1.12396720265377
"534",1.12483847577018
"535",1.14061395093788
"536",1.1376485005627
"537",1.11332753789443
"538",1.11834725671109
"539",1.14545430477368
"540",1.16418068380998
"541",1.17021449185583
"542",1.1498252859105
"543",1.16695912911484
"544",1.1622041012094
"545",1.16191981140017
"546",1.15206220399461
"547",1.17505439791981
"548",1.18161858016077
"549",1.19689955888623
"550",1.21705735997962
"551",1.21258024998998
"552",1.22521121431372
"553",1.2248340843367
"554",1.23531086214809
"555",1.24358502830541
"556",1.2405409392604
"557",1.22643729739004
"558",1.19933194860653
"559",1.20764151800083
"560",1.21463548751347
"561",1.21192420239646
"562",1.2129319339638
"563",1.21351454750183
"564",1.22492690747088
"565",1.22227021869624
"566",1.21776916414898
"567",1.21796825939908
"568",1.21791135942161
"569",1.23421984393868
"570",1.23162269552175
"571",1.2526200558135
"572",1.24698943765626
"573",1.23993302779162
"574",1.24584055449249
"575",1.27238744451084
"576",1.27536864014098
"577",1.26571696392111
"578",1.31312227372163
"579",1.30926026705695
"580",1.25303568523212
"581",1.24494251562638
"582",1.25540763980033
"583",1.2815289660415
"584",1.33409547042393
"585",1.38162847722767
"586",1.40103823252849
"587",1.35592813833668
"588",1.38308212512352
"589",1.442819398075
"590",1.43969569604069
"591",1.43251606741543
"592",1.43979301442981
"593",1.42622736201761
"594",1.42101933237247
"595",1.42117583408609
"596",1.40996862246512
"597",1.40041155706402
"598",1.41342977340865
"599",1.39024049343719
"600",1.44771142901518
"601",1.46416027770779
"602",1.50832367528645
"603",1.48584279864453
"604",1.45582250750959
"605",1.47368396143737
"606",1.50914589182654
"607",1.53476968255535
"608",1.49466395689581
"609",1.49429287043431
"610",1.55610439370888
"611",1.54290853089796
"612",1.48775268112218
"613",1.47572694462294
"614",1.45122765391259
"615",1.38908438267541
"616",1.41501166777266
"617",1.38405174520825
"618",1.37985612057384
"619",1.35095951978035
"620",1.3970916011175
"621",1.41006181167101
"622",1.4343402079006
"623",1.41657114447602
"624",1.42616622516927
"625",1.46098732213852
"626",1.45376272271055
"627",1.47456272840126
"628",1.52796582829636
"629",1.54504048926861
"630",1.52232666653474
"631",1.53509405324938
"632",1.54404820356812
"633",1.56313249430838
"634",1.57951280102304
"635",1.56071496698548
"636",1.54539634729474
"637",1.54689978007041
"638",1.51503157879391
"639",1.48999901556423
"640",1.5050721114981
"641",1.51365305415312
"642",1.48155928167887
"643",1.46927827653687
"644",1.56057903007523
"645",1.54818006006845
"646",1.55109318022167
"647",1.58195577296265
"648",1.57490383671515
"649",1.55972804123726
"650",1.5743946729646
"651",1.55884501892848
"652",1.54237918013848
"653",1.53798380703807
"654",1.51043531790528
"655",1.50126971921777
"656",1.51816647388645
"657",1.51076415893524
"658",1.45415535008205
"659",1.48762290971561
"660",1.46125294200135
"661",1.42814922031086
"662",1.4251643149653
"663",1.45460830036997
"664",1.44838578859122
"665",1.44841217508804
"666",1.38763731048947
"667",1.38613069710427
"668",1.38846076777534
"669",1.41303554016171
"670",1.41580938459972
"671",1.43541308897474
"672",1.3888383921121
"673",1.38009080209015
"674",1.37958362822779
"675",1.37045981633281
"676",1.37894069465018
"677",1.33920902535194
"678",1.33876984905898
"679",1.30165961740213
"680",1.29773315974136
"681",1.34242240336431
"682",1.28902000924179
"683",1.28190917724138
"684",1.25083603385361
"685",1.25391807760393
"686",1.27986772317883
"687",1.26608814797393
"688",1.27502122313005
"689",1.26173871854348
"690",1.28619671972143
"691",1.32235218040895
"692",1.33060315215932
"693",1.36758413138167
"694",1.41764891905804
"695",1.41763473139473
"696",1.41335303117379
"697",1.43809718206899
"698",1.42608243522089
"699",1.39728049969586
"700",1.38345624401537
"701",1.3941661227441
"702",1.38478146876579
"703",1.39515102935004
"704",1.39046797003511
"705",1.41119584112614
"706",1.40138008680801
"707",1.40628497400271
"708",1.42018444501523
"709",1.42180505834907
"710",1.42299955979951
"711",1.3924294898608
"712",1.39419158047187
"713",1.37968173212871
"714",1.37976755533221
"715",1.34992785102722
"716",1.44396901495589
"717",1.38904783521568
"718",1.38054332293838
"719",1.27429293698582
"720",1.36332847069171
"721",1.30354958746471
"722",1.38784696764396
"723",1.38439789593039
"724",1.41890009824237
"725",1.41252143454685
"726",1.39171452500103
"727",1.32199842273614
"728",1.3071431103525
"729",1.31872358278279
"730",1.37789168616454
"731",1.40183880995429
"732",1.37623745131656
"733",1.39669863642305
"734",1.41738097112438
"735",1.42869194463429
"736",1.43131707730368
"737",1.42345396130734
"738",1.38991628230134
"739",1.38974793580595
"740",1.44225951320873
"741",1.4303096503817
"742",1.38708692682109
"743",1.39730870587731
"744",1.41479892745948
"745",1.44666285457303
"746",1.47325443233648
"747",1.47805930893259
"748",1.46666102596401
"749",1.49032025638519
"750",1.45406940973919
"751",1.40310403449424
"752",1.42740155172928
"753",1.42898701640887
"754",1.43505802933222
"755",1.40599216231754
"756",1.40367545590521
"757",1.36775795752507
"758",1.33424824831445
"759",1.36053119682142
"760",1.37638637816751
"761",1.39811968746773
"762",1.40024912549243
"763",1.44417779414353
"764",1.43713526542203
"765",1.479151807959
"766",1.51321331878578
"767",1.53309818752101
"768",1.50705830175841
"769",1.52971305202219
"770",1.48620054845242
"771",1.48773187188807
"772",1.52290563887419
"773",1.55267949392922
"774",1.52154024141536
"775",1.52674258571529
"776",1.60908054194358
"777",1.62119991591642
"778",1.57754661750403
"779",1.5255803827954
"780",1.56960403724224
"781",1.61637749829291
"782",1.603196497678
"783",1.60506259177426
"784",1.63350519501228
"785",1.55716946004465
"786",1.57067213362277
"787",1.60953552263634
"788",1.58203662976793
"789",1.59714819152927
"790",1.55837381751089
"791",1.53005094025566
"792",1.5248945342641
"793",1.5048494182931
"794",1.49306114696559
"795",1.46750587111933
"796",1.45657103737756
"797",1.50709588659787
"798",1.49890917676488
"799",1.57664956736289
"800",1.58498284757548
"801",1.59944758344801
"802",1.60639208772902
"803",1.60710578465564
"804",1.61659523587147
"805",1.58644009007811
"806",1.61586434556403
"807",1.57790814863686
"808",1.55504929074599
"809",1.5345252706321
"810",1.5310099028008
"811",1.53644787101472
"812",1.52078956603829
"813",1.58679662044681
"814",1.5579749790294
"815",1.56022717964977
"816",1.57900467029215
"817",1.57394360399525
"818",1.56706492194005
"819",1.58973273676856
"820",1.57180753447461
"821",1.60774158254883
"822",1.60429991839364
"823",1.61194404123847
"824",1.61922998883949
"825",1.65159386384051
"826",1.65237404962961
"827",1.66163738229303
"828",1.66380836001477
"829",1.63877904729818
"830",1.66091096918093
"831",1.72695321254633
"832",1.73995575283635
"833",1.79562550794008
"834",1.80313667646285
"835",1.84078339918644
"836",1.81491878275013
"837",1.81913024945046
"838",1.83700081982037
"839",1.80205435424211
"840",1.80048359508507
"841",1.85194412059168
"842",1.85578405302166
"843",1.90245496853627
"844",1.86124307123549
"845",1.86611062099843
"846",1.87382559287375
"847",1.88430409296438
"848",1.86665786876268
"849",1.89655822167491
"850",1.94165290004773
"851",1.97742088147633
"852",2.03330060493963
"853",2.0199871318418
"854",1.98147924652626
"855",1.95946149063299
"856",2.00480015809886
"857",2.02839250897702
"858",2.0198627832384
"859",2.0561821526281
"860",2.01405597192575
"861",1.99386382082013
"862",1.96366026282693
"863",1.94511337985523
"864",1.91896373597552
"865",1.96577468574361
"866",2.0285859498616
"867",2.05830081153672
"868",2.02015398217607
"869",2.05393081734542
"870",2.07687798797517
"871",2.09514522769345
"872",2.11884083232265
"873",2.12815877639343
"874",2.11334038877313
"875",2.11501309531294
"876",2.10716997007054
"877",2.13046873335793
"878",2.15442387944867
"879",2.15663569257868
"880",2.15517099786076
"881",2.15632524423108
"882",2.15934223858147
"883",2.17325163289423
"884",2.16567322738859
"885",2.15203568473504
"886",2.17142934234054
"887",2.1494462753244
"888",2.0808451961818
"889",2.08633352394476
"890",2.1158429040077
"891",2.06807452377594
"892",2.05387141986447
"893",2.10505059194182
"894",2.10242295510105
"895",2.04423256932411
"896",1.99493639728362
"897",1.99718427386322
"898",1.99922062397414
"899",2.08047099169437
"900",2.11523913873933
"901",2.15456722562446
"902",2.11524409006808
"903",2.11538024817976
"904",2.12528602690192
"905",2.09240229343499
"906",2.02830190541003
"907",2.02259223150573
"908",2.02662143056683
"909",2.02317798797487
"910",2.02792981329278
"911",2.04381986551311
"912",2.01160522763279
"913",1.98242632909914
"914",1.92007911812941
"915",1.85891183700908
"916",1.83199123646163
"917",1.92815431101454
"918",1.92191398413074
"919",1.96108011036892
"920",1.93394911035934
"921",1.94935426537139
"922",1.98006180651571
"923",1.95802270283548
"924",1.94172044543932
"925",1.85097996063744
"926",1.83598439313248
"927",1.85928553170804
"928",1.90917754159823
"929",1.8967890659028
"930",1.9218472856868
"931",1.88832035140095
"932",1.9151178417108
"933",1.89549096238215
"934",1.90758807032194
"935",1.9255825180827
"936",1.94140657549088
"937",1.96705171227478
"938",1.98164105671542
"939",1.91881892305589
"940",1.97315491920911
"941",1.92973229791368
"942",1.94239151717071
"943",1.95634740192105
"944",1.94960631447167
"945",2.04111542188374
"946",2.04628293982459
"947",2.06740224012838
"948",2.03736966294506
"949",1.97629467243464
"950",1.92688417050635
"951",1.91716444334405
"952",1.90475037893832
"953",1.87566730980666
"954",1.89383570068175
"955",1.88957001366048
"956",1.87936608970074
"957",1.97626075516333
"958",2.01768768801735
"959",1.9868616356758
"960",1.96338549305748
"961",1.96396279034693
"962",1.95777440761428
"963",2.00392600902512
"964",2.04555959926751
"965",2.02084834071374
"966",1.9904512592944
"967",1.95357865688308
"968",1.9756719720212
"969",2.03325209030293
"970",2.0498501740493
"971",2.10984024561274
"972",2.08891708815118
"973",2.09032797926131
"974",2.10123708541961
"975",2.08106890007286
"976",2.09981060919643
"977",2.12506132434099
"978",2.15705349565919
"979",2.17479372699962
"980",2.15640264987698
"981",2.13753561446459
"982",2.1199171467363
"983",2.09858424433055
"984",2.09850340440406
"985",2.12243779667721
"986",2.0820064243012
"987",2.07555503871385
"988",2.03309537146449
"989",2.04761441286953
"990",2.02658499261626
"991",2.03409769069441
"992",2.10402134040895
"993",2.10738708835814
"994",2.05256243947349
"995",2.09941982775693
"996",2.11062127326361
"997",2.17741931278638
"998",2.19525951892273
"999",2.18220114556599
"1000",2.17344188653073
"1001",2.15155553642257
"1002",2.13427985415936
"1003",2.12745243805333
"1004",2.10427018447885
"1005",2.06649539278597
"1006",2.03180303496365
"1007",2.11140890541455
"1008",2.09929024754465
"1009",2.09985832687732
"1010",2.09810558571692
"1011",2.08450417238068
"1012",2.08566717738427
"1013",2.10379782397527
"1014",2.09622950365912
"1015",2.07039089717193
"1016",2.00792545606672
"1017",1.9899663225863
"1018",1.96996132881746
"1019",2.01315548780497
"1020",2.04402355529395
"1021",2.02657335290032
"1022",2.01907355650583
"1023",1.95795364369763
"1024",1.94844938891601
"1025",1.96917232372245
"1026",1.89379372689784
"1027",1.97524440154206
"1028",1.996758272537
"1029",1.99957435986408
"1030",2.08288680152705
"1031",2.05720863026642
"1032",2.06319446872933
"1033",2.07096089675369
"1034",2.03491287704105
"1035",2.01098691656896
"1036",1.99947140664175
"1037",2.00921955553045
"1038",1.98416153799396
"1039",2.00873562277406
"1040",1.98034553431029
"1041",1.97949418858287
"1042",2.02481459181566
"1043",2.0175741241837
"1044",2.0296009514702
"1045",2.07052323017846
"1046",2.08045399389346
"1047",2.07973773966717
"1048",2.08892582757146
"1049",2.14004017491174
"1050",2.12080910455
"1051",2.11762146008384
"1052",2.11941621672975
"1053",2.1379974545095
"1054",2.13235408836319
"1055",2.10323866536276
"1056",2.1391665240795
"1057",2.1861666715546
"1058",2.18416185568719
"1059",2.17836915503441
"1060",2.16582396765387
"1061",2.21366516102993
"1062",2.24756845339907
"1063",2.23464293464217
"1064",2.23423374518319
"1065",2.19257436356071
"1066",2.18799188274887
"1067",2.19034880812757
"1068",2.17851437205202
"1069",2.16408845261949
"1070",2.21282584881804
"1071",2.30754080467867
"1072",2.27941236072224
"1073",2.2974591819141
"1074",2.29972073067579
"1075",2.27550878091557
"1076",2.32936699762972
"1077",2.38092749964862
"1078",2.40292094014485
"1079",2.36676567181016
"1080",2.31999732973275
"1081",2.33350174313113
"1082",2.4109573582631
"1083",2.40060900900521
"1084",2.44186027615375
"1085",2.43740797485135
"1086",2.46638590363068
"1087",2.52335093808748
"1088",2.57774782348961
"1089",2.51790349529669
"1090",2.53511631759269
"1091",2.52568968231005
"1092",2.53463809176155
"1093",2.44237326890762
"1094",2.46887760277022
"1095",2.4798415503928
"1096",2.46139400222257
"1097",2.46404846206527
"1098",2.45721027173031
"1099",2.42930581921198
"1100",2.44354698713449
"1101",2.4704122594666
"1102",2.42840503072929
"1103",2.47196586943581
"1104",2.42189558485429
"1105",2.35470490079808
"1106",2.3687650661208
"1107",2.34681249121395
"1108",2.37775597374667
"1109",2.36885884970136
"1110",2.37118141142555
"1111",2.3967400964559
"1112",2.38162316830967
"1113",2.39813327851083
"1114",2.39009170651997
"1115",2.41422157439879
"1116",2.37666753064935
"1117",2.38671588058028
"1118",2.36582647108754
"1119",2.34188020355246
"1120",2.37125033628797
"1121",2.34327997507217
"1122",2.31458549147553
"1123",2.31476387684754
"1124",2.29799518116458
"1125",2.27987161505369
"1126",2.27139976656291
"1127",2.25657137999628
"1128",2.23820567211107
"1129",2.25692213280372
"1130",2.26594290448966
"1131",2.19555111026462
"1132",2.19165073010275
"1133",2.15792922688604
"1134",2.17306318331222
"1135",2.17503972602749
"1136",2.194874940263
"1137",2.21977960574119
"1138",2.25247346180929
"1139",2.24558532339543
"1140",2.21849529894629
"1141",2.13982941118747
"1142",2.1904380214775
"1143",2.0782698862821
"1144",2.0251639507538
"1145",2.01986843565239
"1146",2.0526729852763
"1147",2.09833035969372
"1148",2.11159676603319
"1149",2.13316484134465
"1150",2.15020125568602
"1151",2.18500664243892
"1152",2.21014230618784
"1153",2.17760636474387
"1154",2.20545885954523
"1155",2.24066310914987
"1156",2.26480557893164
"1157",2.27050139584691
"1158",2.29776916972807
"1159",2.32995343040594
"1160",2.35810853693209
"1161",2.33969356763009
"1162",2.33659819962149
"1163",2.32714038502878
"1164",2.32354603604116
"1165",2.32711548529804
"1166",2.34221381211596
"1167",2.33222371672377
"1168",2.30378884197985
"1169",2.30456595671211
"1170",2.32664956893505
"1171",2.33951303099641
"1172",2.34981555750804
"1173",2.39213904979561
"1174",2.36701745040408
"1175",2.35797840057319
"1176",2.38545807110289
"1177",2.34485710432554
"1178",2.32258478685524
"1179",2.34608689406993
"1180",2.34669004306028
"1181",2.31805465385426
"1182",2.28856852877498
"1183",2.32901124630858
"1184",2.3233903151071
"1185",2.35015020158679
"1186",2.37529924666296
"1187",2.33809242620783
"1188",2.28420826859479
"1189",2.28261648424645
"1190",2.20624202612019
"1191",2.23644759223576
"1192",2.23789131176204
"1193",2.25777566838421
"1194",2.26621308163267
"1195",2.26326626883792
"1196",2.25832762496201
"1197",2.27129231002868
"1198",2.29071034955284
"1199",2.27186426032721
"1200",2.30875980204994
"1201",2.44379177476777
"1202",2.51934143848866
"1203",2.57033052550124
"1204",2.630762341142
"1205",2.57457305450439
"1206",2.58898846327295
"1207",2.5226227788685
"1208",2.53766539474413
"1209",2.54802671191402
"1210",2.49935806044743
"1211",2.46698627679986
"1212",2.4719353770252
"1213",2.45909043059115
"1214",2.45479309468723
"1215",2.57018042201522
"1216",2.56475401761328
"1217",2.58725282903483
"1218",2.61700725510458
"1219",2.63909408482548
"1220",2.61526445190383
"1221",2.61852907842537
"1222",2.61321582481249
"1223",2.58362337700764
"1224",2.5813717872023
"1225",2.57870187293607
"1226",2.64105022996492
"1227",2.55573357073894
"1228",2.55031878021576
"1229",2.52380068923212
"1230",2.52824112288021
"1231",2.52904821494786
"1232",2.5375788501408
"1233",2.53458471632077
"1234",2.52709375871257
"1235",2.50308448982955
"1236",2.50406798272471
"1237",2.50912478643649
"1238",2.50517801326878
"1239",2.5116903566597
"1240",2.47717738374013
"1241",2.4565381270234
"1242",2.48597136764743
"1243",2.50429162005715
"1244",2.51907825087455
"1245",2.53035337015006
"1246",2.503518253662
"1247",2.51586113662015
"1248",2.51908056997472
"1249",2.49830308573026
